context,text
elephant walk enclosure,Two elephants walk around in an enclosure. 
rock take rest,Some hikers are taking a rest on the rocks.
toilet include bathroom,Bathroom that includes a toilet and a piano.
eyebrow raise smile,He smiles and raises his eyebrows at someone.
take evening plane,"A plane taking off on a runway, during the evening."
prepare airport plane,A plane is preparing to land in the airport
liberty tourist statue,A group of tourist are looking at the statue of liberty.
piece wall art,accent wall with a piece of wall art
train station day,a train is arriving to a station in the day
hay field bale,big bales hay on the field after harvest
zebra hole water,giraffe and zebra at a watering hole in the savanna
toast jam plate,a plate of toast and jam
train track move,train moving on the tracks
day bench rest,A woman rests on a bench in the day
cool rack cupcake,the baked cupcakes cooling on the rack .
grind snowboarder rail,A snowboarder in red and black grinds a yellow rail.
lean rider curve,A rider leans into the curve.
pillow comforter bed,There is an unmade bed with a comforter and pillows. 
clock church tower,A church steeple with a clock in its tower.
boat bridge cross,boats crossing under arch bridge
room pattern decorate,the dining room was decorated in dark grays and tweed patterns .
track countryside train,A train going down the tracks in the countryside.
passenger flight board,passengers boarding a flight in the rain
taxi runway airplane,an airplane taxiing to take off on a runway
graze bull field,bulls grazing in the field
clock room wall,A clock rests along the wall of a room.
tone decorate room,Small residential bath room decorated in wood tones
airport depart airplane,an airplane is about to depart airport on monday .
jet taxi runway,jets taxiing on the runway
bridge park cross,People cross a little stone bridge at the park.
lead road city,road leading into a city
lake reflect cloud,clouds reflected in a lake
snow day snowboard,Someone snowboarding in the snow during the day.
help computer work,Kids work at computers with a teacher's help.
customer shop stand,A customer stands at the checkout counter of a doughnut shop.
sheep walk hill,A dark sheep is walking over the hill.
helicopter city fly,helicopter flying through the city
sleep ball cat,cat sleeping in a ball
look pizza plate,"Two plates with small, rustic looking pizzas on them"
grass eat deer,female roe deer with a fawn eating grass
load banana carry,a boy carries a load of fresh bananas
giraffe walk habitat,Two giraffes go walking through their natural habitat.
patient tend nurse,pediatric patient with a teddy bear being tended to by nurses in the hospital
moor boat pier,a boat is moored at the end of a pier .
pitch batter catcher,The catcher extends his glove as a batter awaits a pitch.
category award win,celebrity won award category once again at awards
mountain rise sun,sun rise behind morning alps mountains .
distance graze field,A pony grazes on an open field with a mountain in the distance.
trunk tree grow,fungi growing on the trunk of a tree
day cloud airplane,A commercial airplane emerging from thick clouds during day
meadow grass graze,Many horses grazing the grass along a meadow.
rock flower grow,flower growing over some rocks
computer library work,students work at a row of computers in the library
table courtyard chair,"An enclosed courtyard with large vases, chairs and a table."
elephant feed zoo,A little girl feeds an elephant at a zoo. 
bed breakfast eat,portrait of a senior woman eating breakfast in bed
bench look cat,A cat looks at the camera from under a bench
field oxen farmer,farmer plowing a field with oxen to the plow
tree lie grass,young kangaroo lying down in the grass under trees
catch friend park,A white man and his black best friend are catching up at the park.
hospital patient nurse,nurse with a patient in the hospital
light bathroom mirror,A bathroom has an mirror with an overhead light.
window end room,square window at end of the living room
sauce dough spread,Someone putting pizza sauce on dough spread across a wooden board.
coffee cup saucer,cup of coffee on a saucer
vegetable noodle plate,"Noodles, vegetables, and meat are in the plate on the table."
tree wind bend,extreme wind causing trees to bend
graze lamb sheep,grazing sheep with lambs at the coast
fly airplane pilot,The pilot is flying an airplane.
mass church priest,priest celebrate mass at the church
sky fall look,looking up in the sky at snowflakes falling past you
athlete win medal,man wins the gold medal ahead of athletes
garden flower water,happy girl watering her flower in the garden with parents
passenger train station,a train at station with no passengers joining
sheep walk hill,a herd of sheep walk on a grassy hill
shine light bed,Light shines through the window by the bed. 
tail lemur ring,a ring tailed lemur relaxing in its enclosure
overlook tower building,A tall clock tower outside overlooking another building beside it. 
serve salad cheese,soft cheese and peach salad on a white platter with stainless steel serving tongs
couple couch home,young couple moving a couch into home
room feature fireplace,the living room features a fireplace .
aircraft runway airport,aircraft on the runway of the airport
painting wall hang,hanging a painting on a wall at home
sun lapse rise,time lapse overlooking tourist attraction as the sun rises
list site category,site listing category lit up
celebrate fan match,young fans celebrating at a rugby match
herd grass sheep,a herd of sheep graze on some green grass
flock pasture sheep,a flock of sheep in the pasture
action athlete team,athlete in action against sports team
sit airport tarmac,A white plane with a blue and red tail sitting on the tarmac of an airport. 
sky fill city,a star filled sky over a city
place head hat,a teddy bear with a hat placed on his head
apartment room dining,dining room a modern apartment
field lay sheep,A sheep laying on top of a lush green field.
fan match footballer,fans laud footballer during his final match for the club
floor toilet bathroom,A toilet is in the floor in a bathroom
pizza topping cover,The pizza is covered by many different toppings.
skateboard skateboarder fall,A the skateboarders are falling off their skateboards.
building arch column,supporting columns and arches on a building
firework sky light,fireworks lit up the sky
train yard park,A train yard with several parked trains. 
track building train,train on elevated tracks within buildings
chicken egg lay,The chickens are laying eggs
moor jetty boat,boats moored at a jetty
field move herd,herd of cattle moving along in a field
sit airport tarmac,A jet sitting on a tarmac at an airport.
picnic family lake,A family is gathered for a picnic by the lake.
protect site road,road towards at protected site
point fireplace room,a stone fireplace as a focal point for the living room .
tennis friend court,young friends play tennis at the court
airport plane wait,a plane waits to depart from airport
carry train container,a train carrying containers arrived .
plate cat look,A cat looking at a donut on a plate.
museum tourist walk,tourists walking in the museum
sheep gather flock,A flock of sheep are gathered at the corner of a cabin in a field.  
spell word letter,The girl is spelling out her favorite words with colored letters.
waterway cross bridge,One woman is crossing a bridge over a narrow waterway.
snow glide skier,A group of skiers glide along the snow.
giraffes tree eat,A group of giraffes eating bark off trees.
hill climb hiker,hikers climb up a hill on their way to the summit
check wait flight,people wait friday to check luggage and merchandise for a flight .
room feature fireplace,A large room that features two couches and a large fireplace.
sky light city,vivid green lights from an aurora fill the sky over a city
sheep eat day,Many sheep eating outside in the snow during the day.
lay tile pattern,laying out tile in a herringbone pattern
keep watch soldier,a soldier keeps watch on the south coast
forest cyclist ride,Cyclists ride through a forest while onlookers cheer.
cat rest day,a ginger cat resting on a hot afternoon day
cub forest bear,female brown bear with cub in the forest and swamp near the border
cub forest bear,A painting of a snowy forest shows a bear and her wrestling cubs. 
couple church leave,Happy couple leaving the church just after being married.
sleep mother crib,A little baby is sleeping in a crib and the mother is telling it to wake up.
stop train track,trains stop high speed on the tracks
come tube smoke,A woman is breathing out of a tube and smoke comes out.
grass plane park,A large dual engine plane is parked in the grass
eat hay sheep,sheeps eat hay on the farm .
building arch column,arch and columns of an ancient building
cloud fly layer,An airplane wing flying over layer of white clouds. 
couple church leave,A couple is leaving a church
hiker mountain trek,Seven hikers trekking across frozen tundra near some mountains.
grass eat look,Zebras look for anything in the grass to eat.
pedestrian intersection traffic,A quiet intersection devoid of pedestrian or motor traffic.
bathroom shower tile,Small bathroom with a toilet and blue tiles in the shower. 
soup pot vegetable,the pot of soup from meat and vegetables .
love hair color,i love the color and body to her hair
skateboarder pipe ride,the skateboarder is riding a half pipe
pitch wait batter,"The batter is waiting, ready for the pitch."
sheep pen herd,A dog herding sheep in a pen at an event.
wheelchair push lady,A lady is pushing a wheelchair.
plane runway takeoff,A bunch of planes are waiting on the runway to takeoff.
shore walk lake,Men walk along the shore of the lake.
graze sheep hill,grazing sheep in the hills
student homework work,students work on homework during a free afterschool program .
cloud sky lapse,time lapse of clouds passing by the sky
nectar collect bee,bees collect nectar from the flowers
heart middle shape,a heart shaped cookie cracked in the middle
bathroom toilet tub,A bathroom with two toilets and two tubs.
olive pizza table,"Small pizza with mushrooms, olives, basil, tomatoes on wooden table"
plane tower fly,a plane flies over tower
walk trail hiker,hikers walking up the steep trails
track travel building,A train travels down the tracks towards a group of buildings. 
plate strawberry waffle,a waffle on a black plate with strawberries
eat grass elephant,An elephant is eating grass in Kenya.
train travel coast,An advertisement for a  train that travels the East coast.
bacon fill plate,a plate filled with green veggies and bacon
magazine book table,The coffee table is covered with books and magazines.
need know everything,everything you need to know about event this year
team match footballer,footballer directs his team during the match .
statue look museum,equestrian statue of military commander looking towards the historical museum
bedroom furniture decorate,all white furniture how to decorate a bedroom with white furniture
bear look cub,a grizzly bear cub looks out for other bears before nursing .
sister brother dog,brother and sister whose dog was attacked by another dog
piece bread spread,a child spreads peanut butter on a piece of bread
bear sleep zoo,brown bear sleeping in a zoo
building skyscraper city,"A city with skyscrapers, other buildings, and trains."
grill potato plate,"A plate of grilled salmon, mashed potato, and some vegetables. "
pitch batter catcher,A batter and catcher in the middle of a pitch.
wait traveler airport,"A group of travelers are in an airport, waiting for something."
fireplace burn fire,fire burning in a fireplace
book search library,Three boys are searching for their books in a library.
mass church priest,A priest delivering mass in a church.
perform yoga beach,young woman performing yoga on a beach
boat anchor beach,boats anchored of the beach
skier ski mountain,A skier descending a mountain after breaking his ski.
room couch chair,A brown couch is the only chair in the room.
boxer win fight,The boxer won the fight.
look tourist city,tourists look at a model of the city
art museum look,A man is looking at art in a museum.
tub bathroom wall,There is a bathroom with a small tub in the wall
city train head,train on a city headed
bathroom feature fixture,this bathroom features copper and marble fixtures next to light gray
lake eat fish,biological species eating fish on frozen lake
plate chicken tomato,"On this plate there is turkey roast, chicken, potatoes, carrots, and tomatoes. "
call firefighter respond,firefighters responded quickly to the call .
net mend fisherman,fishermen mending nets on a beach
rickshaw sleep cat,Five people in walking in an alley near a rickshaw with a cat sleeping on it.
come tube smoke,smoke comes from the tube mounted on the roof
walk giraffe savannah,herd of giraffes walking in the arid savannah
cat stare distance,A black cat staring into the distance in a room
sky fall look,a man looking up as dollar bills fall from the sky
walk giraffe plain,A herd of giraffes walking on the plains.
skateboarder pipe ride,Two out of five skateboarders are starting to ride a half pipe.
drink stop elephant,these elephants stopped at this farm for a brief drink before continuing their journey
parking lot pay,A parking lot with a little hut to pay for parking
city building tower,A city with tall buildings and a large clock tower.
sister brother dog,Two dogs are brother and sister
lot thing room,This room has a lot of different things in it.
elephant trunk ear,An elephant putting its trunk in another elephants ear.
net fisherman check,a fisherman checks his net
coffee cup serve,cup of coffee served on a wooden surface
flow water forest,water flows in a forest .
part tattoo body,A woman is getting a tattoo on some part of her body.
plane runway sit,Two planes are sitting out on the runway.
throw ring punch,The two boxers move around the ring throwing punches at each other.
barn stand sheep,two sheep standing on hay in wooden barn
firework sky light,fireworks light the sky during new year celebrations
bride walk isle,bride walking up the isle
plate dish type,A plate with samples of different types of dishes.
colour splash add,add a splash of colour with these cute bangles
hold wrap infant,A woman begins to wrap a baby carrier around herself while holding an infant.
cat smell flower,my cat smelling the flowers from my garden
cookie tray table,people gather around the tables to fill their trays with cookies .
coast rock sea,red rock and blue sea for the coast .
rail snow snowboarder,Skilled snowboarder in bright yellow glides smoothly down a stair rail in the snow.
family look aquarium,happy family looking at fish at the aquarium
look eat apple,The ornamental apples looked good enough to eat
branch leave hang,green peach hanging on a small branch with leaves
lapse cloud pass,clouds passing over the moon time lapse
reflect lake mountain,mountains reflecting on the lake
cattle sheep field,sheep and cattle seen grazing in a field
billow building smoke,smoke billows from a building on a farm
track train sky,a large gray train on tracks against a blue sky
shark fisherman catch,a huge shark has been caught by fisherman
runway aircraft park,A large aircraft parked on the runway in an airport
space float astronaut,astronaut floating in space above the earth
fly range wing,The right wing of an airplane as it flies over a mountain range.
croissant cup coffee,cup of coffee with a croissant .
holiday event celebrate,celebrate the holidays with these events
leader mass celebrate,religious leader celebrating mass at chapel .
taxi runway airport,a plane taxiing down a runway at an airport
sheep flock hill,shepherds taking their flock of sheep into the hills
trough eat hay,a giraffe eating some hay out of a trough
chef cook dish,A chef is cooking several dishes.
zebra hole water,some zebras gather around a watering hole in a herd
reef diver explore,a diver explores healthy coral reefs
cat bear sleep,domestic cat sleeping with a teddy bear in its arms
train station drive,the train drives a station
seagull fly boat,Seagulls fly over a boat.
pizza olive tomato,"A pizza with olive, cheese, tomato and onion."
lean turn rider,Riders on colorful motorcycles lean into a turn on a racetrack.
vegetable fish plate,fish and vegetable in the plate
kayak lake shore,Two people are rowing in a red kayak near the shore of a lake.
room toilet bathroom,A very small bathroom with just room for the toilet.
look room patio,A man looks inside from the patio into his living room.
sky building city,buildings in the city with stormy sky
glass cat look,Looking at a cat threw a magnifying glass.
track light train,A train traveling past a traffic light next to tracks.
politician crowd address,politician addresses a republican crowd .
flight passenger wait,passengers wait for their flights
flower bloom tree,flowers bloom on a tree .
warm session player,players warm up during training session
grill plate vegetable,grilled vegetables on the white plate
student chalkboard teacher,teacher and student doing mathematics on the chalkboard
shelf book room,a room with rows of shelves filled with books
graze bull field,herd of young bulls grazing in a field of daisies
cloud train smoke,train behind a cloud of smoke
lie grass cat,cat lay on the grass
sit airplane airport,An airplane sits on a runway in a airport
wag tail dog,The dog is wagging his tail.
sun morning rise,the sun rises at the beach on a cloudy morning
middle field building,old farm buildings in the middle of field
wag tail dog,a dog wags its tail with its heart
look couch room,Two men in the living room looking at the couch.
book search library,searching through books at the library
coffee cup serve,man serving a cup of coffee
assist student teacher,a teacher assists a student in math in this file
skateboarder skate park,A skateboarder skating at a skate park.
chimney smoke come,the smoke comes from the chimney
savanna zebra stand,A trio of zebras stand in the lush savanna.
picnic family lake,family on picnic near the lake
train round bend,The large train is rounding the bend of a corner.
herd stand meadow,A herd of sheep standing in a meadow.
window bathroom stain,stained glass window in the bathroom
bridge day train,train going over bridge on a heavy rain day
billow building smoke,thick black smoke is billowing from the building
dad walk bride,bride walking with her dad to the alter
boat distance beach,calm sea and beach with a boat in the distance .
market thing buy,Men buying things from the market.
meeting politician hold,politician speaks at the meeting held .
decorate style room,This room is decorated in a simple yet elegant style.
sleep mother crib,mother carefully puts sleeping baby in the crib
potato grill vegetable,"A plate with grilled carrots, vegetables, and potatoes."
boat tide harbour,fishing boats on the mud low tide at harbour
train exit station,a train with people exiting in a station
serve restaurant plate,hispanic waitress serving plates of salad in a restaurant
mozzarella tomato plate,tomato and mozzarella on a plate
instrument singe stage,People are playing instruments and singing on a stage.
couple bed love,modern times couple in bed not talking occupied with social network no love
sun hide cloud,the sun hiding behind clouds
look statue liberty,the statue of liberty looks out
building road distance,road and graves with modern buildings in the distance
graze lamb sheep,An adult sheep and baby lamb grazing on field edged with trees.
trophy lift player,tennis player lifting the trophy .
road sheep herd,sheep being herded down the road
passenger train leave,passengers leave a train that has just arrived
team match coach,coach during the match between rugby union teams
tree shade bench,A bench positioned among the tall trees for shade
station sit train,a train sits at the station
billow building smoke,smoke billows from the building .
church steeple sky,steeple of a cuban church with blue sky
parking lot pay,some workers get free parking in paid lot
corn cob eat,A boy is trying to eat corn on the cob.
flower heart shape,pink heart shaped flower growing
race cyclist win,A cyclist winning a race.
portrait lie grass,portrait of a sheep lying on the grass
dam flow water,fast flowing water in the dam
forest mountain fly,flying above a wild forest to the mountains .
book row shelf,a row of books on a shelf
ball country match,country maul the ball during match .
barn pasture horse,A horse in a pasture by a barn.
leave pattern flower,yellow cup with a pattern from a red flower and green leaves
clock tower town,A large clock  tower stands high above a town.
look couch room,a couch in a clean looking living room
train station tree,Red train on tracks near tall trees at station.
wheelchair push lady,woman with dogs trying to push an elderly lady in wheelchair through gate
elephant take care,A young woman and a boy taking care of a baby elephant
eat hay goat,goat eats hay in a stable
floor toilet bathroom,A bathroom with a toilet and a floor.
park airport airplane,An airplane is parked outside of the airport.
train track move,A red train is moving down a track
station train travel,train on the station who travel
hand reach grab,He reaches up to grab someone's hand.
car trailer pull,A white car being towed on a trailer pulled by a train. 
feature wall room,wall mounted tv featured in a modern living room .
cloud darken sky,"More gray clouds of bugs arrive, darkening the skies."
vegetable skewer plate,Two skewers of vegetables and broccoli  on a plate
boat harbour moor,yachts and boats moored at the harbour
golfer green shot,golfer making his second shot to the third green .
room couch lamp,A  living room with couches and lamps in it
graze horse road,Three horses are grazing on grass by the road.
distance graze field,Sheep are grazing in a field in the distance.
statue sit lion,young girl sitting on the statue of a lion
pass bridge city,tower bridge open for a city to pass through leaving
home leave family,the family say they have been told to leave their home
fisherman beach boat,boats of local fishermen on a beach not far
cake pour chocolate,The chocolate is being poured onto the cake.
take airport runway,a passenger aircraft is taking off runway of international airport into the evening
park airport airplane,airplane parked at the airport
wait runway aircraft,an aircraft waiting to take off from an airport runway
cake serve dish,A single serve cup cake in a white dish.
meat potato plate,a plate with meat and potatoes on it 
home leave family,to all the troops overseas and their families left at home .
chair dog lay,A dog lays on a reclining chair.
singer festival perform,singer performing live at festival
concert perform singer,singer performs in the concert
cloud mountain lapse,time lapse of clouds over the mountain
leave train track,An old train left abandoned on the tracks. 
plain horse graze,A horse grazes for grass on a plain.
shine sky light,A dim light shines on the dark sky.
field lay tree,A bull laying down in a field by a tree.
fill tree flower,panning shot of a tree filled with pink flowers
grass smile lie,portrait of a smiling girl lying on grass
sun lapse rise,time lapse of the sun rising
mountain plane fly,a large plane is flying above some mountains
branch leave hang,branch of hanging green grape and leaves .
teacher help desk,teacher helping grade students working at their desks in the classroom
soccer field tree,a group of small children playing soccer in an open field next to the trees
match action player,player in action during a match
kid teach way,here are some fun ways to teach kids about space
pizza onion cheese,This homemade pizza features plenty of cheese and onions.
hill graze goat,grazing goats on the slope of the hill
cloud break sun,sun breaks through the clouds
fish lake mountain,people fishing on a lake in the mountains
course skier way,A skier makes his way down the course.
chandelier hang table,large chandeliers hanging above a coastal dining table
lie ground injure,paramedics and players gather around football player as he lies injured on the ground .
bridge ship pass,A bridge rises to let two ships pass.
spoon saucer cup,a cup of coffee with a spoon and saucer
train country travel,a train travelling towards country
fruit surround sit,A woman sits on a mat surrounded by red fruits.
fruit include orange,A close up of bags of fruit including oranges.
worship place city,buddhist place of worship and a city
ball country match,ball during match vs country
plate cat look,The cat is looking up at the plate
match warm team,a team warms up before a match .
cattle hillside graze,clouds fill the sky above a hillside where cattle are grazing
bathtub tile bathroom,A bathroom with blue tile and a bathtub.
sky building tree,ancient building under a cloudy sky with trees
plate chicken tomato,pizza with chicken and tomatoes rotates on the white plate
room curtain chair,red curtain and posh chairs in one of the rooms of the castle
find direction look,A tourist looking at a map to find directions.
skier ski mountain,A skier in mid air on skis in the mountains 
goat hill sheep,a flock of goat and sheep is grazing on a hill
storm wait pass,red deer in the highlands waiting on the storm to pass
jump team joy,a young team of professionals jumping for joy .
city traffic light,lights of traffic at dusk in a city
family hospital visit,A lady is sick and visited the hospital with her family
take care horse,Two women taking care of the two horses.
post tie horse,The horse is tied up to the post outside.
walk city bridge,walking port of a city from the old bridge
blanket cat rest,Two grey tabby cats resting on a blue blanket.
plate glaze donut,"A plate topped with two donuts, one pink and one glazed."
karaoke party singe,A man singing karaoke at a party.
bath bathroom shower,bathroom with shower over bath
tomato pizza top,There are tomatoes and meat on top of a pizza.
chair dog lay,Little brown dog laying on a blue chair
furniture room carpet,A large living room has a lot of furniture and carpet.
glass cat look,Two cats looking at one another through glass
gather protester front,protesters gather for a may day demonstration in front .
pancake syrup butter,a tall stack of pancakes covered in syrup and butter
chair beach fold,folding chair at the beach of the sea
top cheese pizza,A thin crust pizza with just cheese on the top
portrait cat eye,portrait of a cat with blue eyes
overlook lake deck,large deck with fire pit overlooking the lake
stand zebra giraffe,A tall giraffe standing next to a zebra.
time feed elephant,feeding time for the family of elephants at the zoo
table orange banana,Five oranges are on a table near bananas.
bouquet create flower,male florist creating a bouquet of flowers
flock sheep meadow,flock of sheep grazing on a meadow .
look teacher classroom,video of a teacher looking at the blackboard in a classroom
shop stand counter,A man is standing behind a counter in a shop.
look map find,tourists stop to look at a map while trying to find their way
skateboard skateboarder fall,A skateboarder is about to fall off his skateboard.
sea sun rise,sun rising above the sea
graze sheep goat,sheep and goats grazing in a field
graze farm horse,horses grazing in the farm
mountain cloud roll,low clouds roll in through the mountains
pull city station,pulling into train station in the beautiful city
meat potato plate,"The plate is full of broccoli, potatoes, and meat."
board airport plane,Plane boarding passengers while at a fancy airport
cat stare distance,A cat is resting upon a car and staring off to the distance.
skateboarder slide rail,A skateboarders slides down a rail over a jeep. 
chair beach fold,stack of folded lounge chairs on the beach
hill train track,A train on the train tracks going through some hills.
hay field bale,bales of hay in a field
hill climb hiker,a hiker is climbing a hill
station train pull,a train pulls into station
island fly plane,A plane is flying over a small island
water float pond,single white water lily floating in a pond
ring fight boxer,boxers fight on the boxing ring
country match fan,fans watching the match against country .
apple sale market,baskets of apples for sale outside the market .
fill room smoke,The woman shakes her body while smoke fills the room around her.
light cloud sky,Traffic lights and a thick cloud in the sky.
heart hand shape,hands making a heart shaping the sun
bathroom frame mirror,A dark frame surrounds the window and mirror in this bathroom.
toss rock lake,A woman tosses rocks across the lake.
wall clock mount,An analog clock is mounted on the wall.
goat field herd,herd of goats and sheep going to the fields in the morning
runway walk model,fashion model walks the runway
park ride train,A family is riding the small train at an amusement park.
road wind mountain,winding road up the mountain
train yard park,A very old boxcar on an old train parked in a yard.
pilot plane fly,The happy pilot flies his plane.
concert perform singer,singers perform during a concert
boxer punch ring,The two boxers move around the ring throwing punches at each other.
ski mountain day,a woman skiing on a clear day in mountains
chandelier hang table,find the right chandelier to hang over the pool table
lie ground bear,big brown bear lies on the ground
jet runway take,super jumbo jet takes off from the southern runways
plate table pizza,A table that has three plates of pizza.
mountain ascend climber,A climber ascending a mountain
hike dog mountain,Dogs hiking at the mountain
rest sheep herd,A small herd of sheep gathered near a building to rest.
jet taxi runway,A passenger jet taxiing onto the airport runway.
punch boxer face,a boxer punched in the face
warm session player,cricket player warms up ahead of a nets session
flower window windowsill,wooden window and flowers on the windowsill
boat canal travel,The boat is traveling down the narrow canal.
leave day train,A train leaves from the station on a rainy day.
light window bathroom,large windows let natural light into some of the bathrooms
flower grow wall,flowers growing out of a wall
towel bathroom toilet,dimly lit bathroom with towels hanging beside the toilet
church steeple sky,A stone church with steeple and clock against the sky
cliff climber ascend,climber ascending a cliff above distant mountains
desk keyboard laptop,a desk with a laptop some keyboards and some books
mother daughter game,An intense game between mother and daughter.
track bridge travel,A train traveling down tracks net to a  bridge.
airport bag wait,"Some girls are outside an airport with their bags waiting, while a woman on the right side is smoking."
wait luggage airport,Man waiting next to his luggage at an airport.
day airplane fly,A white airplane flying on a cloudy day
mirror cabinet bathroom,A built-in cabinet surrounds the mirror in a bathroom
wife premiere arrive,wife arrives at the premiere
pasture cattle herd,A herd of cattle grazing on a brush covered grassy pasture.
family take portrait,A family is taking a portrait.
motorcycle lot park,A lot of motorcycles parked next to each other.
flower nectar collect,bees collect nectar from the flowers
net mend fisherman,A fisherman mends his nets.
flight take jet,the new jet being taken for a test flight
lamb sheep meadow,several sheep with lambs on a green meadow
elephant feed zoo,People feeding a large elephant at the zoo.
train move city,train moving on railway to the city
airport luggage traveler,travelers with luggage waiting in the lounge of the international airport
team session coach,man and coach during a training session for rugby union team .
hang curtain bed,i used a sturdy branch to hang a sheer curtain dividing my desk and bed .
sky roll cloud,time lapse of a clouds rolling in blue sky
seat toilet bathroom,A white toilet missing seat in an old bathroom.
take bear dip,black bear taking a refreshing dip in our garden pond .
clock tower top,There is a clock in the top of a tall tower
anchor town boat,Some small boats are anchored in a small town.
cat suitcase lie,cat lying down next to the suitcase
singer festival perform,singer performs at the festival
lamb sheep lie,A sheep and three lambs lay in a meadow.
mount wall frame,frame for a wall mounted tv
city highway car,car running on a highway in city
tower building end,A tall four sided clock tower on the end of a building.
park airfield aircraft,pan across aircraft parked at an airfield in the early morning
fly ground airplane,An airplane is flying very close to the ground.
come window sunlight,sunlight coming through venetian blinds by the window
bathroom tub feature,The retro bathroom features a white toilet and tub.
end light tunnel,a blue light in the end of a tunnel
player match look,soccer player looks on ahead of the match
tower sky rise,clock tower rises into the sky at dusk
park train station,a long red train parked at a station
sea sun rise,sun rising over a quiet sea
snow glide skier,Several skiers leave tracks while gliding across the snow.
ship pier dock,ship docked along the pier .
carry waiter tray,a waiter carrying a tray of champagne
sheep herd collie,Small group of sheep being herded by three border collies.
return match volley,Man concentrating on returning volley in tennis match.
aircraft cloud sky,aircraft with clouds in the blue sky .
flock sheep shepherd,a flock of sheep and shepherds
plate chicken pizza,There is a white pizza with chicken on a plate.
equation write blackboard,The man writing math equations on the blackboard.
bridge traffic pass,traffic passes under a bridge outside station
aircraft cloud sky,A jet aircraft in a sky filled with golden clouds.
work beekeeper bee,A beekeeper talking about the importance of his job and work with bees.
horse pasture foal,a foal with a herd of horses on a pasture
lake graze horse,Three horses are grazing on the land by a lake.
change car oil,A man changes the oil in a car.
stand sheep pen,Sheep with ear tags standing in a pen.
beach boat moor,boat moored in a beach
boat moor bay,boats moored in the bay
sidewalk pass pedestrian,pedestrians pass a man laying on the sidewalk
motorcycle corner round,Several people on motorcycles are seen rounding a corner.
tree rest cat,a cat rests under the christmas tree
pizza bake oven,Small pizzas are benign baked in an oven. 
chocolate coffee cup,cup of coffee with a chocolate
bathroom shower floor,the bathroom has a glass shower and patterns on the floor
tree beach rest,An urn resting on a tree on a beach.
rest sheep herd,sheep in the herd resting on the meadow after grazing
skier travel mountain,The skiers travel towards the mountains.
support fan match,fan show his support before the match
park airfield aircraft,"High wing, single engine aircraft parked at airfield."
cake couple stand,A couple stands behind their wedding cake.
room seat couch,a living room with a couch and a chair for seating
move image train,grainy image of two trains on tracks moving through a city
grow mushroom tree,mushroom growing on a tree
harbor ship city,a city and the harbor from a ship
cage sit rabbit,"Rabbits sit in a cage, another cage near the rabbits appears to be empty."
cloud sky city,colorful sky with clouds before sunrise over the city
plane runway park,A small plane is parked at a runway.
box room fill,Two men are playing ping pong in a room filled with boxes.
wear gown evening,model wearing an evening gown by retail .
support fan match,fans shows their support after the match
grow wall moss,green and red mosses growing on a wall
coast boat sea,lonely old boat on the coast of sea
room couch fireplace,There is a room with a fireplace and couches.
microwave container oven,Large microwave oven outside on a patio next to a green trash container.
fill city boat,a city showing the calm harbor filled with commercial fishing boats at sunrise
sky tower city,A clock tower extends into the sky in a city
snow angel lay,Two women in snowsuits laying in the snow making snow angels.
seating fireplace room,the living room comes complete with gas fireplace and seating
mountain goat graze,mountain goats grazing high in the mountains
clock tower top,a black clock on top of a tower
motorcycle park bunch,A military airplane on the tarmac with a bunch of motorcycles parked close by 
plate hang wall,Large group of white plates and cups hanging off a wall. 
clock tower face,A tall white tower with a clock on it's face.
fish lake bank,a man is fishing at bank of lake on a sunny cloudy day in mountain
fireplace burn fire,the fire burns in old fireplace
restaurant counter stand,A man stands behind the counter of a restaurant.
exam classroom take,a classroom of teenage girls taking an exam
train railway travel,weed killing train travelling along the railway
airplane airport landing,airplane approaching the airport for landing
field sky tree,field with trees against the blue sky
balloon look sky,look closely in the sky for the white balloon .
shop mall friend,group of friends shopping in a mall with some bags
station walk train,A subway station with people walking to and from trains.
add pizza topping,children adding toppings to a pizza during the launch of the event .
helicopter airplane fly,A man is flying an airplane or helicopter near a mountain.
room home look,this room looks as if i was at home ... must be the rugs .
grass eat look,this cat looks like it only eats grass
plain horse graze,a herd of horses graze on the plain .
bakery knead dough,A baker teaches a young boy how to knead dough in bakery.
train front track,A train with a yellow front next to an empty track.
giraffe feed zoo,feeding giraffe at the zoo
restaurant work counter,An older woman is working behind a counter at a restaurant.
square building tower,a building with clock tower in a town square
day park spend,A group of people are spending the day at the park.
travel track car,A long train traveling down tracks with rusted cars.
park grass motorcycle,A row of motorcycles all parked on the grass.
throw ring punch,boxer throws punches at opponent against the rings
fly cloud aircraft,aircraft flying past a thin patch of clouds .
sky air airplane,An airplane is in the air against a blue sky.
airplane park tarmac,A jet airplane parked on the tarmac 
round corner car,cars round the icy corner .
edge field wood,slow aerial approach to an old abandoned shack on the edge of a field and woods
storm wait pass,a green frog waiting for a storm to pass
bathroom toilet tub,The bathroom has a pink tub and pink toilet.
sheep pen herd,A border collie herds three sheep toward a pen.
reflect lake mountain,mountain reflects in an alpine lake .
car race win,this car won a race
stare day window,woman staring out a window on a rainy day
stand airport tarmac,travelers stand on the tarmac after airport was evacuated .
couple bed love,A couple is in bed making love.
town middle statue,A town square with a statue in the middle.
look bedroom room,looking from bedroom to living room
ground horse eat,A brown horse eating hay from the ground.
