context,text
pretend guitar racket,"Man in tuxedo, pretending his tennis racket is a guitar."
leave station watch,Passengers watch a stream train leave a station
leave station watch,A bald man watches as a woman leaves the train station.
leave station watch,The people are watching their families as they leave the station.
mother rest daughter,A mother and her daughters are resting.
mother rest daughter,happy mother and daughter resting in the autumn forest
mother rest daughter,mother and daughter walk by a homeless woman resting on the grounds
sun rise skyscraper,As the sun rises over distant skyscrapers.
sun rise skyscraper,time lapse of the sun rising from behind the skyscrapers
sun rise skyscraper,the sun rises behind skyscrapers amidst the clouds on a foggy morning
point hand clock,hands pointing to a clock .
point hand clock,A clock that's big hand is pointing at 10 while the small is on 22.
banana bunch sale,a bunch of bananas and apples for sale
banana bunch sale,big bunch of bananas on sale in the market
sleep desk laptop,A cat sleeping on a desk near a laptop.
sleep desk laptop,young man in a suit sleeping on the desk next to a laptop
plane tarmac walk,people walking across the tarmac to their plane
plane tarmac walk,passengers walked across the tarmac after the plane landed safely
plane tarmac walk,A FedEx jet plane on the tarmac with people seated and walking nearby.
computer work dark,A child works on a computer in the dark.
computer work dark,close up of serious lady working at computer in the dark
shark fisherman catch,a huge shark has been caught by fisherman
shark fisherman catch,The fisherman was trying to catch a small shark.
shark fisherman catch,A fisherman tries to catch sharks on his small rowboat
farmer land plow,a farmer plows his land
farmer land plow,A farmer is plowing the land with his horses.
farmer land plow,2 farmers plow the land with the help of cattle
honey bee hive,bees fly out of the hive to collect honey
honey bee hive,how woman crafts honey from the hives of local bees
honey bee hive,A man is talking about bees and their hives and what the city will do with the honey.
call firefighter respond,Firefighter responding to a call.
call firefighter respond,firefighters responded quickly to the call .
call firefighter respond,Some firefighters getting ready to respond to an emergency call
shop mall family,A family is going shopping at the mall.
shop mall family,family with kids shopping in mall having a break
track train shot,A close up shot of a train on a track. 
track train shot,An upper shot of a train traveling down the tracks. 
tray drink carry,server carries a tray of drinks
tray drink carry,A woman carrying a tray with drinks on it.
trunk open car,A woman opening the trunk of her car.
trunk open car,the man opens the trunk of a car and leans on it at the parking
herd barn sheep,herd of sheep in the barn
herd barn sheep,herd of sheep inside a barn
catch friend park,Two old friends chat and catch up at the park.
catch friend park,A young man with his friends catching a Frisbee in a sunny park.
catch friend park,A white man and his black best friend are catching up at the park.
laptop student research,students do research on a laptop
laptop student research,A graduate student stays up late to do research on his laptop.
laptop student research,a diverse group of medical students gathers around a laptop to conduct research .
airport loading airplane,loading of an airplane in progress in the airport
airport loading airplane,an airplane is parked at the airport and loading people
airport loading airplane,loading cargo or luggage into airplane at airport on a cloudy day
hang curtain bed,A four post bed with hanging curtains around it
hang curtain bed,i used a sturdy branch to hang a sheer curtain dividing my desk and bed .
city tourist explore,Tourists are exploring the city.
city tourist explore,tourists in a small zodiac exploring the misty fjords of a city
city tourist explore,Tourist in ancient asian cities spend their days exploring the history.
zebra hole water,some zebras gather around a watering hole in a herd
zebra hole water,giraffe and zebra at a watering hole in the savanna
lean rider curve,A rider leans into the curve.
lean rider curve,Two motorcycle riders are leaning deep into a curve on a racetrack.
trap dog car,A dog is trapped inside the car.
trap dog car,A dog traps a child next to a cop car.
carry waiter tray,a waiter carrying a tray of champagne
carry waiter tray,A waiter carries a finished tray of food up stairs.
lean wall lady,A lady leans on a wall.
lean wall lady,a lady that is leaning up against the wall
room lead bathroom,sun room leading to the bathroom
room lead bathroom,A bathroom that leads to another room with a window.
room lead bathroom,bedroom leads to the bathroom with tub and living room
canal boat gondola,The gondola is poling his boat in the canal.
canal boat gondola,A gondola is steered through the canals with other boats around.
flashlight shine turn,A woman turns on a flashlight and shines it in a bowl.
flashlight shine turn,As Snowy wanders off someone turns and shines his flashlight onto a snarling rottweiler.
work music studio,A group of people are in a studio working out to music
work music studio,celebrity is in the studio working on some new music he is
anchor ship dock,ship anchored at a dock
anchor ship dock,cargo ships anchored at the docks of port
anchor ship dock,Three men at a dock anchoring a ship before they go home.
picnic family lake,family on picnic near the lake
picnic family lake,a family having a picnic beside a lake
picnic family lake,A family is gathered for a picnic by the lake.
plane airport stop,a plane stops on the airport
plane airport stop,large planes stopped at the airport
kill bull matador,matador about to kill a bull
kill bull matador,mother of bull that killed matador will be slaughtered to
kill bull matador,A bull strikes a matador in the chest with his horns and kills him.
kayak lake shore,twin kayaks on the shore of a pristine lake
kayak lake shore,Two people are rowing in a red kayak near the shore of a lake.
field tree abandon,oak tree in an abandoned farm field .
field tree abandon,An blue van abandoned in a field near some trees
field tree abandon,a barley field and abandoned homestead under trees during a summer sunrise
bridge way train,bridge from the train on the way
bridge way train,A train makes its way across a steel bridge.
bridge way train,a passenger train makes its way over a bridge above a makeshift cinema in the old quarters .
beach tow boat,towing a boat along the beach in a city
beach tow boat,A boat being towed by a jeep near a beach.
beach tow boat,inshore fishing boat being towed up the beach
train travel coast,train traveling along the coast .
train travel coast,a small child watching a train traveling along the coast
train travel coast,An advertisement for a  train that travels the East coast.
window image bathroom,"Image of a vanity, shower and open window in a bathroom."
window image bathroom,image result for tiniest bathroom like the shelf over the window
clothe wash shirt,A man is outside without his shirt on and washing his clothes.
clothe wash shirt,A woman in a polka dot shirt washing colorful clothes in a wide flat pan.
drink stop elephant,A herd of elephants stop for a drink.
drink stop elephant,these elephants stopped at this farm for a brief drink before continuing their journey
rod lake cast,A man cast his rod into the lake
rod lake cast,The guy is casting his fishing rod in the middle of the lake.
snow angel lay,a girl lays down in the snow and makes a snow angel
snow angel lay,Two women in snowsuits laying in the snow making snow angels.
snow angel lay,An Asian girl in glasses is laying in a deep pit of snow to make snow angels.
mountain resort ski,Three people ski down a mountain at a ski resort.
mountain resort ski,People are skiing down the mountain towards the resort. 
sleep mother watch,A mother watches her baby sleeping.
sleep mother watch,A baby is trying to go to sleep wjile the mother watches.
sleep mother watch,A boy is sleeping on his mother who is eagerly watching her mobile.
ketchup burger fry,chicken burger with fries and ketchup on a white dish
ketchup burger fry,slow motion of delicious french fries falling over a burger next to cola and ketchup .
toss rock lake,A woman tosses rocks across the lake.
toss rock lake,A little girl tosses a rock into the lake and exclaims loudly over it.
player football foot,soccer players with his foot on a football
player football foot,A rugby football flies from the foot of a player in a white uniform.
carpet room crawl,portrait of a crawling baby on the carpet in my room
carpet room crawl,A young baby crawls on the carpet into a room while he is cheered by an adult.
home roof replace,Maintenance man is replacing a roof in a home.
home roof replace,The man is replacing the roof on an old historic home.
home roof replace,crew replacing roof on a middle class home seen from above
exit plane passenger,passengers wait to exit a plane
exit plane passenger,an image of passengers exiting a plane 
bathroom basin towel,A tile hotel bathroom contains a basin and folded towels.
bathroom basin towel,towels on the toilet seat beside the basin in a small cluttered eighties bathroom
bathroom basin towel,mosaic tiling above basin in economy style bathroom with a basket of rolled towels
coin toss fountain,A man tosses a coin in the fountain.
coin toss fountain,There are two blond women tossing coins into a fountain.
cover bee honey,bees convert nectar into honey and cover it in a comb
cover bee honey,a beekeeper with blue gloves holding up a super or frame full of honey covered in bees
gallop pasture horse,horses galloping in a summer pasture
gallop pasture horse,A brown horse galloping down the green pasture.
oatmeal fruit bowl,a bowl of oatmeal with fruit .
oatmeal fruit bowl,Some oatmeal and fruit are in a bowl.
cat rest day,a ginger cat resting on a hot afternoon day
cat rest day,white cat resting in the shade during a sunny day
fighter fly formation,a massed formation of fighters flying overhead .
fighter fly formation,Yellow World War II fighters flying in formation.
fighter fly formation,1 military jet fighter flying in formation alongside a 1 military propeller pilot. 
skateboarder skate wall,A skateboarder is skating on a wall.
skateboarder skate wall,A skateboarder skates on a white wall near the street.
skateboarder skate wall,Bearded skateboarder maintains balance while skating up wall.
pizza top put,a man putting some good on top of a pizza
pizza top put,A little boy is putting cheese on top of a pizza that he is making.
laptop web surf,a man surfing the web through his laptop
laptop web surf,kids playing and surfing the web on digital tablet and laptop
snowboarder jacket snowboard,a snowboarder with a red jacket on a snowboard
snowboarder jacket snowboard,a male snowboarder in a white jacket and his snowboard
snowboarder jacket snowboard,a snowboarder in an orange jacket is airborne on a snowboard.
potato grill vegetable,"A plate with grilled carrots, vegetables, and potatoes."
potato grill vegetable,grilled steak on bone veal rib with baked potatoes and vegetables on a wooden cutting board
museum hang wall,art museum with paintings hanging on the walls .
museum hang wall,The paintings are hung on a wall inside a museum.
hold burger plate,A white plate holding a salad and burger.
hold burger plate,The woman is holding a plate with a burger on it.
kid teach way,here are some fun ways to teach kids about space
kid teach way,an unique way to how to teach your kids the true meaning .
kid teach way,Dad is teaching the kids on the proper way to shampoo their hair.
soccer field tree,Children play soccer on a soccer field nestled against trees
soccer field tree,Four people are playing soccer in a desolate field with a tree nearby.
soccer field tree,a group of small children playing soccer in an open field next to the trees
number train station,a number of trains at a station with people near by
number train station,"A gray train with a red stripe, and number 3 is stopped at the station."
plane airplane wing,The wing of an airplane with another plane beside it.
plane airplane wing,The large airplane has very large wings near many other planes.
motorcycle sidecar park,motorcycle with a sidecar parked in an alleyway
motorcycle sidecar park,The motorcycle with the sidecar is parked near other motorcycles.
wall room artwork,artwork on the walls of the room
wall room artwork,A room with artworks on the wall and chairs.
whisper secret friend,A child whispers a secret to a friend.
whisper secret friend,friend is whispering a secret to the other
whisper secret friend,woman whispering a secret into her friends ear in cafe
hay feed sheep,Baby sheep feed hungrily from a trough in the hay
hay feed sheep,sheep feeding on a large mound of hay in a farmyard
load wait worker,Workers are waiting to load products.
load wait worker,An airplane worker loads up a waiting Southwest jet.
load wait worker,"A few workers, waiting to load the goods from the pallet to the boat."
watch branch parrot,This is a parrot gnawing on a branch while another parrot watches.
watch branch parrot,A very colorful parrot perched on a wooden branch watching people.
family picnic friend,picnic with family and friends at the lakeside
family picnic friend,treat family and friends to a picnic with a gourmet
family picnic friend,A family or a group of friends are having a picnic in what appears to be a park.
antique decorate room,A room with three large windows decorated with antiques 
antique decorate room,antiques and furnishings inside a richly decorated living room and parlor
plate shrimp table,grilled shrimp on a plate at the table
plate shrimp table,this is a plate of shrimp and broccoli on a table
plate dish type,a plate of type of dish
plate dish type,A plate with samples of different types of dishes.
mountain goat graze,mountain goats grazing high in the mountains
mountain goat graze,A group of goats are grazing on a mountain.  
mountain goat graze,sheep and goats graze in a meadow at the base of the mountain .
fill mug coffee,The mug is filled with coffee.
fill mug coffee,A woman is filling a mug with coffee.
fill mug coffee,white mug filled with fresh coffee on a table
flower fountain park,fountain in the park with flowers
flower fountain park,A park surrounded by flowers with a fountain.
harbor tide boat,boat at low tide in the harbor
harbor tide boat,A harbor with boats washed up in the low tide
sale street vendor,Vendors make sales on the street
sale street vendor,fresh crabs for sale by a vendor in a street
sale street vendor,street vendor offers books for sale on the streets
day move home,time lapse of clouds moving over a home during the day
day move home,Many people are moving into the new home on a summer day.
record studio guitar,A man is recording himself playing a small guitar in a studio.
record studio guitar,guitars are available for guests to use and record with in recording studio
work garden family,family working in the garden
work garden family,An black family is working on their garden while their mother looks on.
elephant lake bathe,elephants bathing in a lake .
elephant lake bathe,children bathe as an elephant walks by in a lake .
cat windowsill sleep,cats sleeping on a windowsill
cat windowsill sleep,cute cat sleeping on the windowsill in a rainy day
field move herd,herd of cattle moving along in a field
field move herd,A herd of giraffe are moving through an open field.
building arch column,arch and columns of an ancient building
building arch column,supporting columns and arches on a building
performance dress give,A nattily dressed singer giving a performance.
performance dress give,Female choir all dressed in black giving a performance.
fly airplane evening,An airplane is flying into an airport in the evening.
fly airplane evening,small airplane is flying over the city during a cloudy evening .
calf stand mother,a calf stands beside her mother .
calf stand mother,a calf stands with its mother in its enclosure .
calf stand mother,a mother giraffe and her calf standing in a plain
spread topping pizza,A man is spreading toppings on to the top of a finished pizza.
spread topping pizza,Italian music plays while a chef spreads sauce and toppings on a pizza.
bedroom bedding curtain,A bedroom with blue curtains and colorful bedding.
bedroom bedding curtain,nautical bedroom with tartan patterns on the bedding and curtains .
bedroom bedding curtain,this navy blue bedroom has blue bedding and curtains to go along with the wall color
grove tree orange,oranges on a tree in an orange grove
grove tree orange,A grove of orange trees filled with oranges.
gather table library,People are gathered near a table in a library.
gather table library,students gather around tables to study in the library
tent sleep family,a family sleeps in a tent
tent sleep family,low section of family sleeping in the tent
tent sleep family,the family slept in a tent along the way while she traveled .
church sky front,An old classic church is in front a big blue sky.
church sky front,people cycling in front of a white traditional catholic church under cloudy sky
wait runway aircraft,aircraft of squadron waiting to join the runway
wait runway aircraft,an aircraft waiting to take off from an airport runway
job site work,A man is working at a construction site as a second job.
job site work,Several people work various jobs at a dig site they are excavating.
wall church crucifix,crucifix in church on the stone wall
wall church crucifix,a large crucifix hangs on the inside wall of a beautiful church
wall church crucifix,A church with lots of wooden pews and an illuminated crucifix on the wall.
dress day dog,a dog dressed up for day
dress day dog,a dog dressed in the colours to celebrate independence day .
dress day dog,Two dogs dressed up for St Patrick's day in green hats and bow ties.
weld site worker,A construction worker welds on-site.
weld site worker,industrial worker welding high at the construction site in slow motion in daytime .
pan melt butter,melting butter into the hot pan .
pan melt butter,melting butter with sugar in a pan
stare day window,woman staring out a window on a rainy day
stare day window,double exposure of young boy stares out of window on a rainy day
lie face pillow,A woman's face and head lying on a pillow
lie face pillow,"Someone lies awake, his face buried in his pillow."
lie face pillow,"Later he lies awake on his stomach, with one - half of his face against a pillow."
performance dancer rehearse,dancers rehearse for a performance
performance dancer rehearse,dancers rehearse their performances for the matches
performance dancer rehearse,The blond female and her dancers are rehearsing for a live performance.
airport airplane flight,An airplane getting ready for flight at an airport.
airport airplane flight,An airplane is taking off for flight to a new airport. 
airport airplane flight,refueling the airplane in airport and preparing for flight
pull city station,A train pulls up to a station in a city.
pull city station,pulling into train station in the beautiful city
pub watch sport,men watching sports at the pub
pub watch sport,good old friends watching sports in a pub
snow angel lie,a man lies in the snow with wings like an angel
snow angel lie,Two children lying in the snow making snow angels
snow angel lie,playful little girl lying in the powder snow and makes an angel
train move railroad,commuter train is moving along the railroad .
train move railroad,A huge train is on a railroad and won't be moving soon. 
train move railroad,an image of a train moving down the track and going down the railroad
top crane building,a crane on top of a building and a train
top crane building,a crane hoists a steel beam to the top of the building
tennis court hat,Two women in hats playing tennis on a court.
tennis court hat,Woman in dress and white hat playing tennis on grass court.
hold grill plate,woman holding plate of grilled vegetables in a restaurant
hold grill plate,a woman is holding a plate of shrimp that are on skewers and ready for grilling
bridge swim swan,a flock of swans swimming under a bridge
bridge swim swan,arch bridge and several young white swans swimming together in a sunny day in slow motion .
toast jam plate,a plate of toast and jam
toast jam plate,A piece of toast with jam on it on a plate.
dog bark window,Two dogs are barking at the window.
dog bark window,A dog is barking out of the window.
tree grow collection,A collection of bananas grows on a tree. 
tree grow collection,a dense collection of undergrowth growing beneath aspen trees
tree grow collection,typical collection of cacti and fir trees growing in the volcanic soil on the west coast
cat bib wear,A black cat with crazy eyes wearing a bib.
cat bib wear,scout the gray tabby cat at his birthday party wearing a bib
microwave container oven,A container of food in a microwave oven.
microwave container oven,Large microwave oven outside on a patio next to a green trash container.
fly airplane pilot,The pilot is flying an airplane.
fly airplane pilot,A pilot is about to go fly an airplane.
fly airplane pilot,pilot flying in the cockpit of a small airplane
boat pier front,boats at low tide in front of the pier
boat pier front,A pelican in front of a pier with many boats. 
tent pitch front,tents pitched in front during festival
tent pitch front,a light tent pitched in front of a ruin
take family airport,family took him to the airport to say
take family airport,easter a few hours before taking the family to the airport .
karaoke party singe,A man singing karaoke at a party.
karaoke party singe,square portrait of young girls singing karaoke at a birthday party
legging pair wear,A boy is wearing a pair of leggings.
legging pair wear,the smartest pair of leggings your kid will ever wear .
countryside speed train,train in livery speeding through the countryside
countryside speed train,A passenger train speeding down a track in the countryside. 
edge field wood,Two sheep graze in a grassy field at the edge of woods.
edge field wood,slow aerial approach to an old abandoned shack on the edge of a field and woods
room bath toilet,A white toilet and bath in a room.
room bath toilet,common toilet and bath for the room
room bath toilet,toilet and bath in the smaller double rooms
bakery knead dough,profession kneading dough in a bakery
bakery knead dough,A baker teaches a young boy how to knead dough in bakery.
structure build frame,There are children building a frame for a structure.
structure build frame,People building the frame to a structure in fast forward to music.
desk head sleep,A man sleeps with his head on a desk.
desk head sleep,The man is sleeping with his head down at the desk.
decorate bowl flower,flowers decorated in a bowl
decorate bowl flower,a bowl of vegetables decorated with small purple flowers
find direction look,A tourist looking at a map to find directions.
find direction look,Both are looking at the sun to find out the direction.
find direction look,He looks like he is trying to find the right direction.
top cat machine,A large cat lies on top of a washing machine.
top cat machine,A man is prodding a cat that is sleeping on top of an ATM machine.
tower top star,red star on the top of tower
tower top star,clock tower with star at the top
tower top star,A fancy clock tower has a star on top.
campfire kettle boil,kettle boiling on a campfire
campfire kettle boil,A man puts a kettle over a campfire and it boils.
campfire kettle boil,A kettle of coffee is placed over a campfire to boil.
smile bear lie,A baby smiling and lying next to a teddy bear.
smile bear lie,A woman smiles and stares into the camera while lying on a teddy bear.
dog howl moon,dogs howling at the moon
dog howl moon,lonely dogs howling at a crescent moon with a face
snow bear sleep,polar bear sleeping in the snow
snow bear sleep,a polar bear sleeps on a bed of snow
family gather picnic,a family gathered around for a picnic
family gather picnic,families gather with a family of overseas workers for a picnic
town middle statue,A town square with a statue in the middle.
town middle statue,The statue is in the middle of town for everyone to visit. 
way town train,a train makes its way through town .
way town train,A train is making its way through the town on the tracks.
flight delay passenger,passengers were delayed on the flight
flight delay passenger,Passengers are waiting since their flight has been delayed.
flight delay passenger,the flight had already delayed take off when the pilot told off the passengers
building road distance,road and graves with modern buildings in the distance
building road distance,There are old buildings in the distance along a brick road.
sheep slope flock,A flock of sheep occupy a rocky slope.  
sheep slope flock,a flock of sheep and goats is moving on a mountain slope
friend write letter,writing letter to a friend
friend write letter,The women are writing letters to their friends.
soldier drive tank,The soldier is driving a large tank.
soldier drive tank,soldiers of politician drive a tank that has
skier mountain run,Skiers on a ski run in the mountains 
skier mountain run,A slalom skier crashes many gates coming down the mountain on their run
lake eat fish,A white swan eating a large fish in a lake.
lake eat fish,biological species eating fish on frozen lake
lake eat fish,biological species eating a fish in the reeds at the edge of a lake
waterway cross bridge,Commuter train crossing waterway on bridge in city.
waterway cross bridge,One woman is crossing a bridge over a narrow waterway.
waterway cross bridge,Boat that just crossed under a bridge on the waterway of a city.
perform player tackle,A football player performing a tackle.
perform player tackle,A football player shows how to perform an angle tackle .
grill vegetable platter,a big platter of grilled vegetables
grill vegetable platter,A gorgeous steak is shown on a platter flanked by grilled vegetables and couscous.
cattle sheep field,sheep and cattle seen grazing in a field
cattle sheep field,A field has a herd of sheep and cattle freely roaming around.
way couple snow,religious couple plying their way through the snow
way couple snow,a couple of people on snow boards make their way through the snow
rickshaw sleep cat,sleeping cat on the pillows and auto rickshaw .
rickshaw sleep cat,Several people walk by a rickshaw containing a sleeping cat.
rickshaw sleep cat,Five people in walking in an alley near a rickshaw with a cat sleeping on it.
relax family boat,a family relaxing in boat .
relax family boat,A family is relaxing on their bright yellow boat.
relax family boat,leader of politician and his family relaxing on a rowing boat
stare mouse cat,cat staring at a mouse
stare mouse cat,cat staring at a mouse coming out of her hole
walk sheep meadow,a sheep is walking in a meadow
walk sheep meadow,herd of sheep walking on a green meadow
teacher help desk,Teacher helping a student at her desk.
teacher help desk,teacher helping grade students working at their desks in the classroom
cloud kick snow,a snowboarder kicks up a cloud of snow
cloud kick snow,because kicking up a huge cloud of snow and getting lost totally rules .
rescue cat tree,cat rescues a man up a tree
rescue cat tree,Firefighters are rescuing a cat from the tree.
building boat reflection,A large boat is in the reflection of the building.
building boat reflection,building reflections and old wooden boat under a bridge
building boat reflection,the colourful old buildings and the reflections of boats moored on the canal
perform street player,guitar player performing in the streets
perform street player,Scottish bagpipe players are performing on the streets.
runway evening take,"A plane taking off on a runway, during the evening."
runway evening take,a passenger aircraft is taking off runway of international airport into the evening
eat giraffes pair,image of a pair of cute giraffes eating leaves
eat giraffes pair,Pair of giraffes eating from Highbranches in zoo
jump complete snowboarder,A snowboarder completes a jump.
jump complete snowboarder,A snowboarder in midair after completing a jump
skateboarder pool skate,a skateboarder getting ready to skate in a pool
skateboarder pool skate,The skateboarder is skating in an empty swimming pool.
towel relax wrap,A man is relaxing in a sauna wrapped in a towel.
towel relax wrap,a woman relaxes with a towel wrapped around her on green screen .
train countryside pull,steam train pulling through the countryside
train countryside pull,engine pulling a train through the countryside outside neighborhood on politician
countryside way train,A train is making its way across the countryside. 
countryside way train,A high speed rail train makes its way through the countryside.
share coffee friend,Some friends share a coffee.
share coffee friend,a cup of coffee shared with a friend
travel highway rider,motorcycle rider traveling down a lonely highway
travel highway rider,The motorcycle riders travel on the mountain highway.
image shelf book,image of books on a shelf
image shelf book,There is an image of books and toys on the shelf
sheep street way,Several sheep make their way down a rural street.
sheep street way,the sheep make their way down the main street in red socks .
sheep street way,A bunch of sheep make their way through the crowded city street.
concert music musician,musicians playing music for a concert.
concert music musician,The musician is playing folk music at a concert.
concert music musician,young musician and punk at a concert of underground music
fish lake bank,A boy fishes on the banks of a lake.
fish lake bank,a man is fishing at bank of lake on a sunny cloudy day in mountain
prayer statue front,An Asian man with his head bowed in prayer in front of a golden statue.
prayer statue front,people who visited a temple during holiday say their prayers in front of a statue
window floor come,all the bedrooms come with beautiful wooden floors and windows .
window floor come,A dark den with a window with light coming in onto the wood floor.
car ticket windshield,parking ticket on a windshield of a car
car ticket windshield,"The car has a ticket on the windshield, and the meter is expired."
decorate bathroom look,A clean looking bathroom is well lit and decorated
decorate bathroom look,decorating ideas to make a small bathroom look bigger decorating ideas for small bathrooms in apartments
beekeeper honeycomb hold,beekeeper holding a frame of honeycomb
beekeeper honeycomb hold,A beekeeper holds up a panel of honeycomb for inspection.
conductor orchestra musician,the conductor of an orchestra directing the musicians .
conductor orchestra musician,A group of young musicians play in an orchestra with a conductor.
pour alcohol shot,A woman pours a shot of alcohol.
pour alcohol shot,A man is pouring shots of alcohol into a blender.
runway plane lift,The plane lifts off the runway.
runway plane lift,A plane is just lifting off the runway.
toy lie blanket,A cat lying on a blanket with a stuffed toy.
toy lie blanket,baby boy lying on the blanket with many toys
car box carry,The man is carrying the box to his car.
car box carry,retro car carries gift boxes through the old town in the snowy weather
rainstorm light reflect,a rare rainstorm reflects neon lights along tourist attraction
rainstorm light reflect,Lights are reflecting off a city street in the evening during a rainstorm.
list site category,site listing category lit up
list site category,site listing category as seen
list site category,site listing category in front
bathroom toilet tub,a toilet and a tub in a bathroom
bathroom toilet tub,A bathroom with two toilets and two tubs.
bathroom toilet tub,The bathroom has a pink tub and pink toilet.
speech politician deliver,politician delivers a speech today
speech politician deliver,politician delivers her maiden speech
speech politician deliver,politician delivers the opening speech
monitor desk keyboard,A monitor and a keyboard on a desk.
monitor desk keyboard,a desk with two keyboards and two monitors
monitor desk keyboard,"There is a monitor, keyboard, mouse and laptop on the desk. "
bathroom bathtub toilet,A toilet in bathtub in a home bathroom
bathroom bathtub toilet,An empty bathroom with a toilet and bathtub.
bathroom bathtub toilet,The bathtub and toilet of a bathroom is shown.
grass graze zebra,a zebra is grazing on some grass 
grass graze zebra,a zebra by itself grazing in the grass
grass graze zebra,A zebra grazes on grass in its habitat.
building tower clock,a clock on a tower next to a building
building tower clock,A clock in the tower of a city building.
building tower clock,An old building with clocks at the tower.
floor toilet bathroom,A bathroom with a toilet and a floor.
floor toilet bathroom,A toilet is in the floor in a bathroom
floor toilet bathroom,A toilet inside of the bathroom with tile floor.
country player match,players cheer wining the match vs country
country player match,football player against country during a match
country player match,the players react after final match against country
cheese pizza tomato,A pizza with cheese and tomatoes on it.
cheese pizza tomato,"This pizza has cheese, broccoli, and  tomato."
cheese pizza tomato,A full pizza that has cheese and tomatoes as toppings.
clock tower top,a black clock on top of a tower
clock tower top,Two clocks on a tower at the top
clock tower top,There is a clock in the top of a tall tower
wall clock mount,A sun clock mounted to a white wall.
wall clock mount,An analog clock is mounted on the wall.
wall clock mount,A clock mounted on the side of a yellow wall.
match action player,player in action during a match
match action player,players in action during round of the match .
match action player,cricket player in action on day of the third test match .
boat harbour moor,boats moored in a harbour
boat harbour moor,boat moored on the harbour
boat harbour moor,yachts and boats moored at the harbour
couch room window,A couch and a window in a room.
couch room window,A room with four windows and black couches.
couch room window,this living room has two windows and a brown couch
need know everything,everything you need to know
need know everything,everything you need to know a day after the fire
need know everything,everything you need to know about event this year
tree giraffe field,two giraffes in a field near a tree
tree giraffe field,A giraffe in an grassy field with trees
tree giraffe field,Three giraffes on grassy field next to trees.
tree sky silhouette,tree silhouetted against the sky
tree sky silhouette,tree silhouette in the evening sky
tree sky silhouette,tree silhouette under the orange sky
meat potato plate,a plate with meat and potatoes on it 
meat potato plate,"an image of meat, vegetables and potato on plate"
meat potato plate,"The plate is full of broccoli, potatoes, and meat."
cloud sky lapse,clouds over the sky in lapse
cloud sky lapse,time lapse of clouds passing by the sky
cloud sky lapse,time lapse of moving cloud on a blue sky
cloud break sun,sun breaks behind a cloud
cloud break sun,sun breaking through a cloud
cloud break sun,sun breaks through the clouds
celebrate fan match,fans celebrate during a match
celebrate fan match,fans celebrate after the match
celebrate fan match,young fans celebrating at a rugby match
sun morning rise,sun rising on a foggy morning
sun morning rise,sun rising over the mountain in morning
sun morning rise,the sun rises at the beach on a cloudy morning
plane runway park,A small plane is parked at a runway.
plane runway park,a bunch of planes parked on the runway
plane runway park,Five very large planes are parked at a runway.
desk keyboard laptop,A laptop and a keyboard on a desk.
desk keyboard laptop,a desk with a laptop some keyboards and some books
desk keyboard laptop,"The desk has two laptops, a monitor and keyboard. "
stand zebra giraffe,a giraffe stands over a herd of zebras
stand zebra giraffe,A tall giraffe standing next to a zebra.
stand zebra giraffe,two giraffes standing above a single zebra 
pizza cover cheese,A large pizza covered in lots of cheese.
pizza cover cheese,The pizza is covered in cheese and grease.
pizza cover cheese,Two pizzas are covered with cheese and cucumber.
park grass motorcycle,a motorcycle parked on a lot near grass
park grass motorcycle,a motorcycle is parked in the tall grass.
park grass motorcycle,A row of motorcycles all parked on the grass.
singer festival perform,singer performs at the festival
singer festival perform,singer performs on day of festival
singer festival perform,singer performing live at festival
recur competition win,if this girl wins recurring competition
recur competition win,olympic athlete winning recurring competition
recur competition win,while wore green to win recurring competition .
athlete match team,athlete in a match for football team .
athlete match team,athlete leads out his team during the match
athlete match team,athlete during the match between rugby union teams
pollen flower bee,bee taking pollen from a flower
pollen flower bee,bees on a flower collecting pollen
pollen flower bee,a bee collects pollen in the flower
tree grow forest,tree growing in the forest
tree grow forest,green forest and tree growing
tree grow forest,a forest of eucalyptus trees grows .
room couch lamp,A couch and lamp in a small room.
room couch lamp,A  living room with couches and lamps in it
room couch lamp,The room has a blue couch and easy chair near three lamps. 
trophy lift player,rugby player lifts the trophy
trophy lift player,football players lift the trophy
trophy lift player,tennis player lifting the trophy .
politician crowd address,politician addresses the crowd .
politician crowd address,politician addresses a republican crowd .
politician crowd address,politician addressing a crowd of supporters
cover moss rock,a rock covered in moss
cover moss rock,creek with moss covered rocks .
cover moss rock,rocks covered in moss by the sea
tile bathroom toilet,A bathroom with white tile and a toilet
tile bathroom toilet,Two toilets that are in a bathroom with tiles.
tile bathroom toilet,A toilet is shown inside the bathroom with tile.
pollen bee collect,bee collecting pollen on an aloe
pollen bee collect,bees collect some pollen on lotus
pollen bee collect,a bee in a flower collected pollen
feature fashion look,a fashion look featuring dress
feature fashion look,a fashion look featuring ankle booties and scarves .
feature fashion look,a fashion look featuring see through dress and red pumps .
flower pollen collect,bees on a flower collecting pollen
flower pollen collect,a bee collects pollen in the flower
flower pollen collect,a bee collecting pollen from white flowers .
toilet bathroom stall,A bathroom with white toilet and shower stall
toilet bathroom stall,A toilet that is in a blue stall in a bathroom.
toilet bathroom stall,Three bathroom stalls with toilets in a restroom
mother portrait daughter,portrait of a mother and daughter
mother portrait daughter,portrait of an older mother and daughter in studio
mother portrait daughter,portrait of mother embracing her daughter in the park
bathroom look toilet,The toilet in the bathroom looks very old
